shop,date,weather,temperature,customers
446,2017-02-08,rainy,6,735
447,2017-02-08,rainy,7,1112
448,2017-02-08,rainy,7,886
449,2017-02-08,cloudy,8,956
450,2017-02-08,stormy,10,967
451,2017-02-08,sunny,1,1172
452,2017-02-08,stormy,7,1106
453,2017-02-08,rainy,12,949
454,2017-02-08,rainy,6,1100
455,2017-02-08,rainy,4,678
456,2017-02-08,rainy,5,844
457,2017-02-08,cloudy,9,999
458,2017-02-08,sunny,8,1034
459,2017-02-08,stormy,8,839
460,2017-02-08,cloudy,11,902
461,2017-02-08,stormy,6,665
462,2017-02-08,stormy,9,991
463,2017-02-08,cloudy,4,1166
464,2017-02-08,rainy,11,484
465,2017-02-08,sunny,1,1419
466,2017-02-08,rainy,9,835
467,2017-02-08,cloudy,6,707
468,2017-02-08,sunny,11,1087
469,2017-02-08,rainy,5,608
470,2017-02-08,rainy,0,724
471,2017-02-08,rainy,10,875
472,2017-02-08,rainy,4,745
473,2017-02-08,rainy,7,946
474,2017-02-08,rainy,7,905
475,2017-02-08,rainy,9,620
476,2017-02-08,rainy,8,1303
477,2017-02-08,cloudy,7,851
478,2017-02-08,stormy,10,835
479,2017-02-08,rainy,7,1399
480,2017-02-08,rainy,8,957
481,2017-02-08,cloudy,6,944
482,2017-02-08,cloudy,1,587
483,2017-02-08,cloudy,1,754
484,2017-02-08,cloudy,8,987
485,2017-02-08,sunny,7,1019
486,2017-02-08,rainy,6,678
487,2017-02-08,stormy,6,1126
488,2017-02-08,rainy,5,795
489,2017-02-08,stormy,5,972
490,2017-02-08,stormy,8,868
491,2017-02-08,cloudy,10,888
492,2017-02-08,rainy,6,576
493,2017-02-08,sunny,3,701
494,2017-02-08,sunny,8,1208
495,2017-02-08,cloudy,6,529
496,2017-02-08,stormy,7,1008
497,2017-02-08,rainy,5,1001
498,2017-02-08,rainy,7,1095
499,2017-02-08,sunny,10,825
500,2017-02-08,rainy,3,1354
501,2017-02-08,sunny,10,1146
502,2017-02-08,sunny,2,1002
503,2017-02-08,rainy,6,1173
504,2017-02-08,stormy,8,1180
505,2017-02-08,rainy,8,1208
506,2017-02-08,rainy,6,1051
507,2017-02-08,sunny,12,602
508,2017-02-08,cloudy,1,1115
509,2017-02-08,stormy,3,1060
510,2017-02-08,rainy,9,825
511,2017-02-08,rainy,6,1178
512,2017-02-08,cloudy,5,906
513,2017-02-08,stormy,10,762
514,2017-02-08,rainy,9,854
515,2017-02-08,rainy,6,1003
516,2017-02-08,rainy,7,972
517,2017-02-08,stormy,3,1021
518,2017-02-08,sunny,9,1200
519,2017-02-08,rainy,8,1242
520,2017-02-08,rainy,12,854
521,2017-02-08,rainy,4,956
522,2017-02-08,cloudy,9,785
523,2017-02-08,rainy,7,1134
524,2017-02-08,rainy,14,885
525,2017-02-08,rainy,7,1340
526,2017-02-08,rainy,6,777
527,2017-02-08,rainy,9,1230
528,2017-02-08,cloudy,7,802
529,2017-02-08,rainy,9,1025
530,2017-02-08,cloudy,10,676
531,2017-02-08,rainy,12,732
532,2017-02-08,cloudy,10,613
533,2017-02-08,sunny,9,857
534,2017-02-08,rainy,7,798
535,2017-02-08,rainy,13,1041
536,2017-02-08,rainy,4,774
537,2017-02-08,cloudy,9,848
538,2017-02-08,rainy,8,939
539,2017-02-08,rainy,6,648
540,2017-02-08,rainy,10,899
541,2017-02-08,rainy,7,748
542,2017-02-08,cloudy,8,887
543,2017-02-08,rainy,7,917
544,2017-02-08,cloudy,9,836
545,2017-02-08,rainy,3,542
546,2017-02-08,stormy,5,870
547,2017-02-08,cloudy,8,1438
548,2017-02-08,rainy,5,1032
549,2017-02-08,rainy,5,1194
550,2017-02-08,rainy,6,1221
551,2017-02-08,rainy,6,1101
552,2017-02-08,rainy,8,1006
553,2017-02-08,rainy,2,1021
554,2017-02-08,cloudy,3,573
555,2017-02-08,cloudy,7,1288
556,2017-02-08,sunny,9,880
557,2017-02-08,rainy,6,1090
558,2017-02-08,rainy,8,874
559,2017-02-08,rainy,11,1174
560,2017-02-08,rainy,9,1180
561,2017-02-08,rainy,12,846
562,2017-02-08,cloudy,5,817
563,2017-02-08,rainy,6,903
564,2017-02-08,rainy,10,833
565,2017-02-08,rainy,8,953
566,2017-02-08,rainy,6,991
567,2017-02-08,cloudy,7,1054
568,2017-02-08,rainy,8,1158
569,2017-02-08,rainy,2,896
570,2017-02-08,cloudy,1,738
571,2017-02-08,stormy,7,977
572,2017-02-08,cloudy,7,1105
573,2017-02-08,stormy,7,688
574,2017-02-08,cloudy,7,1024
575,2017-02-08,rainy,1,604
576,2017-02-08,rainy,10,1273
577,2017-02-08,rainy,9,942
578,2017-02-08,rainy,9,891
579,2017-02-08,rainy,12,859
580,2017-02-08,rainy,7,1100
581,2017-02-08,cloudy,5,836
582,2017-02-08,rainy,7,949
583,2017-02-08,cloudy,11,1217
584,2017-02-08,stormy,8,798
585,2017-02-08,cloudy,8,943
586,2017-02-08,cloudy,7,1076
587,2017-02-08,rainy,6,885
588,2017-02-08,rainy,3,733
589,2017-02-08,rainy,10,328
590,2017-02-08,stormy,8,759
591,2017-02-08,rainy,5,1078
592,2017-02-08,cloudy,11,737
593,2017-02-08,rainy,10,1133
594,2017-02-08,rainy,6,797
595,2017-02-08,rainy,9,1117
596,2017-02-08,rainy,8,1124
597,2017-02-08,cloudy,2,838
598,2017-02-08,rainy,9,814
599,2017-02-08,sunny,13,1255
600,2017-02-08,rainy,10,987
601,2017-02-08,rainy,2,756
602,2017-02-08,stormy,7,938
603,2017-02-08,rainy,8,957
604,2017-02-08,rainy,6,631
605,2017-02-08,rainy,13,1002
606,2017-02-08,cloudy,8,811
607,2017-02-08,stormy,6,1004
608,2017-02-08,cloudy,4,1222
609,2017-02-08,sunny,3,1252
610,2017-02-08,cloudy,8,1000
611,2017-02-08,rainy,3,1003
612,2017-02-08,rainy,7,936
613,2017-02-08,rainy,9,693
614,2017-02-08,sunny,14,1107
615,2017-02-08,sunny,5,881
616,2017-02-08,rainy,7,784
617,2017-02-08,rainy,6,773
618,2017-02-08,rainy,6,541
0,2017-02-09,cloudy,10,876
1,2017-02-09,cloudy,6,1035
2,2017-02-09,rainy,6,829
3,2017-02-09,sunny,5,477
4,2017-02-09,cloudy,7,1007
5,2017-02-09,sunny,7,584
6,2017-02-09,sunny,8,1010
7,2017-02-09,rainy,6,599
8,2017-02-09,sunny,9,667
9,2017-02-09,rainy,7,933
10,2017-02-09,rainy,5,872
11,2017-02-09,sunny,10,443
12,2017-02-09,rainy,10,811
13,2017-02-09,cloudy,4,471
14,2017-02-09,sunny,12,1298
15,2017-02-09,sunny,11,1053
16,2017-02-09,rainy,7,1276
17,2017-02-09,sunny,9,598
18,2017-02-09,sunny,7,984
19,2017-02-09,cloudy,7,802
20,2017-02-09,sunny,11,856
21,2017-02-09,cloudy,5,408
22,2017-02-09,cloudy,8,954
23,2017-02-09,cloudy,2,925
24,2017-02-09,rainy,10,863
25,2017-02-09,stormy,7,465
26,2017-02-09,sunny,5,1197
27,2017-02-09,rainy,7,1003
28,2017-02-09,sunny,5,1049
29,2017-02-09,cloudy,2,468
30,2017-02-09,rainy,2,1197
31,2017-02-09,rainy,4,767
32,2017-02-09,cloudy,7,684
33,2017-02-09,cloudy,4,791
34,2017-02-09,rainy,5,1006
35,2017-02-09,rainy,7,642
36,2017-02-09,rainy,8,1154
37,2017-02-09,cloudy,9,1092
38,2017-02-09,cloudy,11,881
39,2017-02-09,rainy,6,907
40,2017-02-09,cloudy,4,1002
41,2017-02-09,sunny,6,1130
42,2017-02-09,rainy,10,1124
43,2017-02-09,rainy,7,826
44,2017-02-09,sunny,10,815
45,2017-02-09,rainy,5,1080
46,2017-02-09,cloudy,7,1173
47,2017-02-09,sunny,11,890
48,2017-02-09,rainy,3,786
49,2017-02-09,sunny,8,804
50,2017-02-09,rainy,8,1112
51,2017-02-09,rainy,8,664
52,2017-02-09,sunny,3,1024
53,2017-02-09,cloudy,-1,754
54,2017-02-09,cloudy,3,502
55,2017-02-09,cloudy,9,1065
56,2017-02-09,cloudy,7,661
57,2017-02-09,rainy,4,809
58,2017-02-09,rainy,7,898
59,2017-02-09,stormy,6,929
60,2017-02-09,rainy,7,684
61,2017-02-09,cloudy,10,1513
62,2017-02-09,rainy,6,943
63,2017-02-09,sunny,10,908
64,2017-02-09,sunny,10,1037
65,2017-02-09,sunny,10,793
66,2017-02-09,sunny,9,770
67,2017-02-09,sunny,8,659
68,2017-02-09,stormy,7,964
69,2017-02-09,cloudy,6,524
70,2017-02-09,rainy,7,848
71,2017-02-09,sunny,11,1129
72,2017-02-09,sunny,9,870
73,2017-02-09,rainy,8,1057
74,2017-02-09,cloudy,2,1374
75,2017-02-09,cloudy,6,1147
76,2017-02-09,sunny,6,822
77,2017-02-09,sunny,10,1151
78,2017-02-09,rainy,7,1028
79,2017-02-09,sunny,8,928
80,2017-02-09,rainy,6,395
81,2017-02-09,rainy,6,1275
82,2017-02-09,stormy,8,586
83,2017-02-09,cloudy,3,998
84,2017-02-09,rainy,8,667
85,2017-02-09,sunny,8,863
86,2017-02-09,rainy,9,799
87,2017-02-09,cloudy,9,850
88,2017-02-09,stormy,6,998
89,2017-02-09,rainy,9,967
90,2017-02-09,stormy,10,778
91,2017-02-09,sunny,8,734
92,2017-02-09,stormy,9,961
93,2017-02-09,stormy,7,1046
94,2017-02-09,cloudy,2,806
95,2017-02-09,rainy,4,998
96,2017-02-09,sunny,9,778
97,2017-02-09,sunny,10,961
98,2017-02-09,cloudy,12,654
99,2017-02-09,rainy,8,1073
100,2017-02-09,stormy,10,919
101,2017-02-09,cloudy,7,1041
102,2017-02-09,cloudy,7,786
103,2017-02-09,rainy,11,753
104,2017-02-09,rainy,9,692
105,2017-02-09,rainy,9,912
106,2017-02-09,sunny,5,1376
107,2017-02-09,stormy,9,626
108,2017-02-09,cloudy,8,873
109,2017-02-09,rainy,6,1075
110,2017-02-09,cloudy,12,899
111,2017-02-09,cloudy,6,987
112,2017-02-09,sunny,8,800
113,2017-02-09,cloudy,4,941
114,2017-02-09,rainy,8,923
115,2017-02-09,sunny,11,785
116,2017-02-09,rainy,9,693
117,2017-02-09,rainy,2,475
118,2017-02-09,cloudy,5,735
119,2017-02-09,cloudy,5,1019
120,2017-02-09,rainy,11,1028
121,2017-02-09,rainy,6,862
122,2017-02-09,sunny,4,1214
123,2017-02-09,cloudy,4,1100
124,2017-02-09,sunny,6,840
125,2017-02-09,cloudy,0,1031
126,2017-02-09,cloudy,3,1023
127,2017-02-09,cloudy,7,860
128,2017-02-09,cloudy,10,788
129,2017-02-09,cloudy,5,1072
130,2017-02-09,rainy,6,625
131,2017-02-09,cloudy,7,832
132,2017-02-09,stormy,14,952
133,2017-02-09,rainy,7,1190
134,2017-02-09,cloudy,3,632
135,2017-02-09,rainy,8,1140
136,2017-02-09,stormy,10,754
137,2017-02-09,stormy,9,902
138,2017-02-09,cloudy,0,1205
139,2017-02-09,sunny,7,1056
140,2017-02-09,rainy,6,1116
141,2017-02-09,rainy,5,886
142,2017-02-09,rainy,6,952
143,2017-02-09,cloudy,5,1199
144,2017-02-09,rainy,6,827
145,2017-02-09,rainy,3,645
146,2017-02-09,rainy,8,957
147,2017-02-09,cloudy,7,647
148,2017-02-09,rainy,6,946
149,2017-02-09,cloudy,7,1331
150,2017-02-09,rainy,9,1122
151,2017-02-09,cloudy,7,1255
152,2017-02-09,sunny,11,1387
153,2017-02-09,sunny,9,809
154,2017-02-09,cloudy,6,906
155,2017-02-09,cloudy,8,806
156,2017-02-09,cloudy,6,770
157,2017-02-09,cloudy,9,729
158,2017-02-09,cloudy,11,783
159,2017-02-09,sunny,10,1417
160,2017-02-09,cloudy,8,1156
161,2017-02-09,cloudy,3,837
162,2017-02-09,sunny,8,825
163,2017-02-09,cloudy,4,1050
164,2017-02-09,cloudy,8,974
165,2017-02-09,sunny,5,871
166,2017-02-09,rainy,8,812
167,2017-02-09,cloudy,3,891
168,2017-02-09,rainy,8,863
169,2017-02-09,rainy,5,680
170,2017-02-09,cloudy,5,773
171,2017-02-09,cloudy,6,1218
172,2017-02-09,sunny,6,791
173,2017-02-09,sunny,11,907
174,2017-02-09,rainy,8,1417
175,2017-02-09,rainy,5,833
176,2017-02-09,sunny,8,1005
177,2017-02-09,sunny,10,1132
178,2017-02-09,rainy,8,658
179,2017-02-09,sunny,6,762
180,2017-02-09,cloudy,10,841
181,2017-02-09,cloudy,4,783
182,2017-02-09,stormy,9,772
183,2017-02-09,sunny,8,689
184,2017-02-09,cloudy,5,979
185,2017-02-09,sunny,8,730
186,2017-02-09,rainy,7,589
187,2017-02-09,rainy,4,879
188,2017-02-09,sunny,4,752
189,2017-02-09,stormy,7,897
190,2017-02-09,cloudy,7,1044
191,2017-02-09,rainy,5,512
192,2017-02-09,rainy,9,875
193,2017-02-09,rainy,5,787
194,2017-02-09,cloudy,10,853
195,2017-02-09,stormy,14,775
196,2017-02-09,stormy,8,1417
197,2017-02-09,rainy,11,865
198,2017-02-09,rainy,4,1247
199,2017-02-09,rainy,8,1262
200,2017-02-09,stormy,5,1207
201,2017-02-09,rainy,8,923
202,2017-02-09,cloudy,6,1205
203,2017-02-09,sunny,9,870
204,2017-02-09,stormy,5,742
205,2017-02-09,sunny,8,1019
206,2017-02-09,cloudy,6,937
207,2017-02-09,cloudy,7,627
208,2017-02-09,cloudy,4,835
209,2017-02-09,cloudy,8,814
210,2017-02-09,cloudy,7,718
211,2017-02-09,cloudy,3,524
212,2017-02-09,rainy,9,1199
213,2017-02-09,cloudy,5,1071
214,2017-02-09,rainy,4,917
215,2017-02-09,cloudy,12,930
216,2017-02-09,rainy,4,624
217,2017-02-09,cloudy,1,788
218,2017-02-09,sunny,10,600
219,2017-02-09,rainy,8,783
220,2017-02-09,cloudy,5,941
221,2017-02-09,cloudy,3,898
222,2017-02-09,stormy,11,702
223,2017-02-09,rainy,8,818
224,2017-02-09,sunny,10,629
225,2017-02-09,rainy,6,1219
226,2017-02-09,rainy,3,863
227,2017-02-09,rainy,6,1012
228,2017-02-09,sunny,8,1115
229,2017-02-09,cloudy,1,1098
230,2017-02-09,cloudy,8,630
231,2017-02-09,rainy,5,820
232,2017-02-09,rainy,8,781
233,2017-02-09,sunny,10,1530
234,2017-02-09,cloudy,4,744
235,2017-02-09,sunny,10,599
236,2017-02-09,sunny,4,1075
237,2017-02-09,cloudy,15,1173
238,2017-02-09,sunny,10,1483
239,2017-02-09,sunny,8,1075
240,2017-02-09,sunny,7,712
241,2017-02-09,sunny,13,738
242,2017-02-09,cloudy,1,930
243,2017-02-09,rainy,5,931
244,2017-02-09,rainy,9,1163
245,2017-02-09,rainy,6,702
246,2017-02-09,cloudy,3,752
247,2017-02-09,rainy,9,1081
248,2017-02-09,cloudy,12,1138
249,2017-02-09,rainy,7,789
250,2017-02-09,cloudy,7,646
251,2017-02-09,rainy,5,937
252,2017-02-09,cloudy,8,641
253,2017-02-09,sunny,7,697
254,2017-02-09,sunny,5,994
255,2017-02-09,cloudy,10,1064
256,2017-02-09,cloudy,3,1050
257,2017-02-09,rainy,6,831
258,2017-02-09,rainy,11,1215
259,2017-02-09,rainy,5,880
260,2017-02-09,cloudy,16,869
261,2017-02-09,stormy,13,939
262,2017-02-09,rainy,10,631
263,2017-02-09,cloudy,9,1170
264,2017-02-09,cloudy,7,1041
265,2017-02-09,cloudy,8,444
266,2017-02-09,cloudy,9,757
267,2017-02-09,cloudy,1,1155
268,2017-02-09,rainy,11,1013
269,2017-02-09,rainy,9,881
270,2017-02-09,cloudy,14,920
271,2017-02-09,sunny,5,1001
272,2017-02-09,stormy,10,819
273,2017-02-09,cloudy,6,999
274,2017-02-09,rainy,9,656
275,2017-02-09,sunny,8,896
276,2017-02-09,rainy,3,801
277,2017-02-09,rainy,7,930
278,2017-02-09,rainy,5,1013
279,2017-02-09,rainy,1,612
280,2017-02-09,rainy,4,612
281,2017-02-09,cloudy,3,1093
282,2017-02-09,sunny,6,912
283,2017-02-09,cloudy,8,899
284,2017-02-09,sunny,4,1197
285,2017-02-09,rainy,4,816
286,2017-02-09,cloudy,5,1147
287,2017-02-09,rainy,6,870
288,2017-02-09,sunny,9,974
289,2017-02-09,cloudy,6,1160
290,2017-02-09,stormy,5,678
291,2017-02-09,rainy,8,564
292,2017-02-09,cloudy,2,750
293,2017-02-09,cloudy,14,1355
294,2017-02-09,rainy,5,757
295,2017-02-09,stormy,11,797
296,2017-02-09,cloudy,10,1112
297,2017-02-09,stormy,8,951
298,2017-02-09,cloudy,2,952
299,2017-02-09,sunny,8,691
300,2017-02-09,rainy,10,696
301,2017-02-09,cloudy,10,1100
302,2017-02-09,cloudy,8,982
303,2017-02-09,cloudy,16,1086
304,2017-02-09,rainy,9,758
305,2017-02-09,rainy,4,1153
306,2017-02-09,rainy,5,827
307,2017-02-09,sunny,12,863
308,2017-02-09,rainy,8,406
309,2017-02-09,rainy,9,938
310,2017-02-09,rainy,7,767
311,2017-02-09,sunny,5,760
312,2017-02-09,rainy,5,573
313,2017-02-09,sunny,10,1377
314,2017-02-09,sunny,8,979
315,2017-02-09,sunny,8,802
316,2017-02-09,rainy,7,809
317,2017-02-09,cloudy,7,561
318,2017-02-09,rainy,4,968
319,2017-02-09,cloudy,9,753
320,2017-02-09,cloudy,14,832
321,2017-02-09,rainy,8,1048
322,2017-02-09,sunny,11,776
323,2017-02-09,sunny,8,949
324,2017-02-09,rainy,7,1398
325,2017-02-09,sunny,9,1026
326,2017-02-09,rainy,10,897
327,2017-02-09,stormy,4,793
328,2017-02-09,sunny,7,874
329,2017-02-09,cloudy,-1,1125
330,2017-02-09,rainy,5,817
331,2017-02-09,rainy,8,795
332,2017-02-09,cloudy,4,881
333,2017-02-09,cloudy,11,1412
334,2017-02-09,rainy,-1,865
335,2017-02-09,sunny,9,880
336,2017-02-09,stormy,9,1015
337,2017-02-09,sunny,10,782
338,2017-02-09,cloudy,9,764
339,2017-02-09,cloudy,8,877
340,2017-02-09,cloudy,10,1364
341,2017-02-09,rainy,7,971
342,2017-02-09,cloudy,7,754
343,2017-02-09,stormy,10,1014
344,2017-02-09,rainy,9,502
345,2017-02-09,rainy,10,831
346,2017-02-09,rainy,3,752
347,2017-02-09,cloudy,9,992
348,2017-02-09,cloudy,9,873
349,2017-02-09,rainy,11,794
350,2017-02-09,rainy,3,880
351,2017-02-09,stormy,7,845
352,2017-02-09,sunny,5,525
353,2017-02-09,cloudy,11,1106
354,2017-02-09,cloudy,3,861
355,2017-02-09,cloudy,11,514
356,2017-02-09,rainy,6,907
357,2017-02-09,cloudy,11,1248
358,2017-02-09,rainy,2,962
359,2017-02-09,rainy,8,1194
360,2017-02-09,cloudy,13,905
361,2017-02-09,stormy,10,827
362,2017-02-09,rainy,5,853
363,2017-02-09,rainy,5,1162
364,2017-02-09,cloudy,9,981
365,2017-02-09,cloudy,2,798
366,2017-02-09,sunny,9,677
367,2017-02-09,sunny,4,816
368,2017-02-09,cloudy,8,1012
369,2017-02-09,cloudy,3,789
370,2017-02-09,cloudy,6,889
371,2017-02-09,sunny,7,672
372,2017-02-09,cloudy,8,906
373,2017-02-09,cloudy,2,1000
374,2017-02-09,rainy,7,1027
375,2017-02-09,rainy,1,1017
376,2017-02-09,sunny,6,737
377,2017-02-09,sunny,4,739
378,2017-02-09,cloudy,1,639
379,2017-02-09,cloudy,14,882
380,2017-02-09,cloudy,4,888
381,2017-02-09,stormy,7,673
382,2017-02-09,cloudy,10,1098
383,2017-02-09,stormy,11,1063
384,2017-02-09,rainy,8,851
385,2017-02-09,rainy,8,803
386,2017-02-09,sunny,10,1316
387,2017-02-09,cloudy,10,827
388,2017-02-09,rainy,11,1095
389,2017-02-09,rainy,2,724
390,2017-02-09,sunny,6,911
391,2017-02-09,sunny,6,1130
392,2017-02-09,cloudy,9,1069
393,2017-02-09,sunny,1,706
394,2017-02-09,cloudy,1,946
395,2017-02-09,rainy,8,581
396,2017-02-09,rainy,7,920
397,2017-02-09,sunny,7,1024
398,2017-02-09,rainy,6,955
399,2017-02-09,stormy,6,821
400,2017-02-09,rainy,9,523
401,2017-02-09,cloudy,10,687
402,2017-02-09,cloudy,4,907
403,2017-02-09,cloudy,9,1067
404,2017-02-09,sunny,9,1088
405,2017-02-09,rainy,4,739
406,2017-02-09,stormy,8,723
407,2017-02-09,sunny,10,1084
408,2017-02-09,cloudy,9,810
409,2017-02-09,stormy,9,726
410,2017-02-09,sunny,4,716
411,2017-02-09,stormy,8,855
412,2017-02-09,rainy,4,890
413,2017-02-09,rainy,10,657
414,2017-02-09,cloudy,7,818
415,2017-02-09,cloudy,8,1130
416,2017-02-09,sunny,12,885
417,2017-02-09,cloudy,14,832
418,2017-02-09,sunny,3,1062
419,2017-02-09,rainy,6,659
420,2017-02-09,cloudy,4,1086
421,2017-02-09,cloudy,9,1052
422,2017-02-09,rainy,7,853
423,2017-02-09,cloudy,1,906
424,2017-02-09,cloudy,9,1019
425,2017-02-09,sunny,6,650
426,2017-02-09,rainy,9,1019
427,2017-02-09,sunny,8,976
428,2017-02-09,cloudy,4,590
429,2017-02-09,sunny,9,1134
430,2017-02-09,rainy,6,1015
431,2017-02-09,rainy,7,742
432,2017-02-09,rainy,10,1097
433,2017-02-09,sunny,5,722
434,2017-02-09,stormy,13,769
435,2017-02-09,sunny,3,1218
436,2017-02-09,cloudy,8,840
437,2017-02-09,cloudy,3,1184
438,2017-02-09,rainy,10,1116
439,2017-02-09,rainy,6,579
440,2017-02-09,rainy,7,997
441,2017-02-09,stormy,12,686
442,2017-02-09,cloudy,7,1103
443,2017-02-09,stormy,11,711
444,2017-02-09,cloudy,5,528
445,2017-02-09,cloudy,1,1257
446,2017-02-09,rainy,6,692
447,2017-02-09,rainy,6,1013
448,2017-02-09,rainy,5,739
449,2017-02-09,sunny,7,933
450,2017-02-09,sunny,6,932
451,2017-02-09,cloudy,4,1065
452,2017-02-09,rainy,9,1070
453,2017-02-09,sunny,9,974
454,2017-02-09,rainy,4,1060
455,2017-02-09,cloudy,8,705
456,2017-02-09,rainy,6,771
457,2017-02-09,sunny,8,987
458,2017-02-09,cloudy,9,992
459,2017-02-09,rainy,7,857
460,2017-02-09,sunny,9,830
461,2017-02-09,sunny,4,707
462,2017-02-09,rainy,9,957
463,2017-02-09,rainy,0,1046
464,2017-02-09,stormy,13,380
465,2017-02-09,cloudy,3,1305
466,2017-02-09,rainy,7,787
467,2017-02-09,sunny,7,695
468,2017-02-09,sunny,10,1036
469,2017-02-09,rainy,6,620
470,2017-02-09,cloudy,4,749
471,2017-02-09,rainy,3,815
472,2017-02-09,sunny,5,759
473,2017-02-09,rainy,7,867
474,2017-02-09,stormy,7,822
475,2017-02-09,stormy,12,535
476,2017-02-09,cloudy,9,1218
477,2017-02-09,rainy,4,758
478,2017-02-09,sunny,6,882
479,2017-02-09,rainy,6,1291
480,2017-02-09,rainy,4,854
481,2017-02-09,sunny,7,946
482,2017-02-09,cloudy,-2,549
483,2017-02-09,cloudy,3,727
484,2017-02-09,cloudy,9,892
485,2017-02-09,cloudy,9,929
486,2017-02-09,rainy,8,601
487,2017-02-09,sunny,7,1152
488,2017-02-09,cloudy,10,806
489,2017-02-09,rainy,9,960
490,2017-02-09,rainy,11,827
491,2017-02-09,sunny,7,849
492,2017-02-09,rainy,6,542
493,2017-02-09,cloudy,11,715
494,2017-02-09,rainy,7,1054
495,2017-02-09,sunny,7,564
496,2017-02-09,rainy,10,1026
497,2017-02-09,rainy,5,914
498,2017-02-09,sunny,10,1053
499,2017-02-09,cloudy,6,737
500,2017-02-09,sunny,2,1299
501,2017-02-09,cloudy,8,1070
502,2017-02-09,cloudy,3,943
503,2017-02-09,rainy,10,1075
504,2017-02-09,rainy,10,1180
505,2017-02-09,rainy,8,1163
506,2017-02-09,cloudy,7,1010
507,2017-02-09,sunny,9,578
508,2017-02-09,cloudy,3,1041
509,2017-02-09,cloudy,3,1036
510,2017-02-09,sunny,10,811
511,2017-02-09,stormy,7,982
512,2017-02-09,sunny,5,893
513,2017-02-09,sunny,8,833
514,2017-02-09,stormy,8,734
515,2017-02-09,rainy,7,903
516,2017-02-09,rainy,4,872
517,2017-02-09,sunny,6,1044
518,2017-02-09,cloudy,10,1084
519,2017-02-09,rainy,10,1198
520,2017-02-09,stormy,12,747
521,2017-02-09,rainy,6,935
522,2017-02-09,sunny,7,755
523,2017-02-09,rainy,6,1040
524,2017-02-09,sunny,7,927
525,2017-02-09,rainy,7,1273
526,2017-02-09,rainy,6,705
527,2017-02-09,sunny,10,1172
528,2017-02-09,rainy,4,699
529,2017-02-09,sunny,10,990
530,2017-02-09,cloudy,10,623
531,2017-02-09,sunny,10,725
532,2017-02-09,sunny,8,567
533,2017-02-09,cloudy,8,835
534,2017-02-09,rainy,7,731
535,2017-02-09,rainy,11,991
536,2017-02-09,rainy,6,750
537,2017-02-09,sunny,9,788
538,2017-02-09,sunny,8,932
539,2017-02-09,rainy,4,594
540,2017-02-09,sunny,9,907
541,2017-02-09,rainy,5,726
542,2017-02-09,sunny,13,885
543,2017-02-09,rainy,7,831
544,2017-02-09,sunny,11,810
545,2017-02-09,rainy,6,537
546,2017-02-09,sunny,6,880
547,2017-02-09,sunny,4,1374
548,2017-02-09,cloudy,6,981
549,2017-02-09,rainy,8,1113
550,2017-02-09,rainy,2,1115
551,2017-02-09,rainy,9,1001
552,2017-02-09,sunny,10,979
553,2017-02-09,sunny,6,1025
554,2017-02-09,cloudy,2,499
555,2017-02-09,rainy,4,1164
556,2017-02-09,cloudy,10,861
557,2017-02-09,rainy,4,987
558,2017-02-09,stormy,9,752
559,2017-02-09,stormy,10,1027
560,2017-02-09,rainy,8,1109
561,2017-02-09,stormy,11,741
562,2017-02-09,rainy,4,687
563,2017-02-09,cloudy,6,858
564,2017-02-09,rainy,7,786
565,2017-02-09,cloudy,7,873
566,2017-02-09,rainy,5,917
567,2017-02-09,sunny,7,979
568,2017-02-09,rainy,4,1109
569,2017-02-09,sunny,6,839
570,2017-02-09,cloudy,0,713
571,2017-02-09,rainy,5,913
572,2017-02-09,cloudy,5,1003
573,2017-02-09,cloudy,8,675
574,2017-02-09,sunny,9,992
575,2017-02-09,rainy,3,519
576,2017-02-09,rainy,4,1149
577,2017-02-09,sunny,7,900
578,2017-02-09,sunny,9,895
579,2017-02-09,stormy,12,743
580,2017-02-09,rainy,13,1042
581,2017-02-09,sunny,7,840
582,2017-02-09,stormy,6,799
583,2017-02-09,sunny,8,1128
584,2017-02-09,rainy,8,789
585,2017-02-09,cloudy,9,859
586,2017-02-09,sunny,7,1009
587,2017-02-09,stormy,7,769
588,2017-02-09,rainy,5,685
589,2017-02-09,rainy,7,328
590,2017-02-09,sunny,8,812
591,2017-02-09,cloudy,4,1091
592,2017-02-09,sunny,11,662
593,2017-02-09,sunny,10,1064
594,2017-02-09,rainy,3,769
595,2017-02-09,sunny,10,1101
596,2017-02-09,rainy,5,985
597,2017-02-09,cloudy,4,836
598,2017-02-09,sunny,9,773
599,2017-02-09,cloudy,16,1164
600,2017-02-09,rainy,10,898
601,2017-02-09,sunny,5,742
602,2017-02-09,rainy,11,948
603,2017-02-09,rainy,7,867
604,2017-02-09,rainy,9,614
605,2017-02-09,stormy,10,947
606,2017-02-09,sunny,9,784
607,2017-02-09,rainy,5,988
608,2017-02-09,cloudy,2,1172
609,2017-02-09,cloudy,4,1156
610,2017-02-09,sunny,12,967
611,2017-02-09,rainy,5,943
612,2017-02-09,rainy,5,829
613,2017-02-09,cloudy,10,625
614,2017-02-09,cloudy,13,1046
615,2017-02-09,cloudy,6,841
616,2017-02-09,rainy,7,717
617,2017-02-09,rainy,3,670
618,2017-02-09,cloudy,6,490
0,2017-02-10,cloudy,6,1022
